sbj	block	trial	type	sacc_dir	sacc_magn	sacc_time
2	3	89	1	1	292.200000	202.000000
2	3	90	0	1	301.600000	293.000000
2	3	91	0	1	887.200000	386.000000
2	3	92	1	1	279.200000	411.000000
2	3	93	0	0	982.000000	207.000000
2	3	94	1	1	302.500000	261.000000
2	3	95	0	1	299.700000	299.000000
2	3	96	0	0	348.100000	417.000000
2	3	97	1	1	264.900000	243.000000
2	3	98	1	1	268.500000	499.000000
2	3	99	1	1	266.500000	195.000000
2	3	100	1	0	1027.600000	268.000000
2	3	101	1	1	293.000000	188.000000
2	3	102	1	1	275.500000	265.000000
2	3	103	0	0	319.000000	332.000000
2	3	104	1	1	265.800000	185.000000
2	3	105	1	0	1000.400000	271.000000
2	3	106	1	1	244.000000	222.000000
2	3	107	0	1	991.100000	381.000000
2	3	108	1	0	980.700000	328.000000
2	3	109	0	1	249.300000	210.000000
2	3	110	1	1	277.200000	528.000000
2	3	111	0	1	278.600000	265.000000
2	3	112	1	0	1042.500000	298.000000
2	3	113	0	1	269.900000	176.000000
2	3	114	1	1	301.900000	458.000000
2	3	115	0	0	1005.700000	261.000000
2	3	116	0	0	238.200000	464.000000
2	3	117	0	1	964.800000	321.000000
2	3	118	1	0	1029.500000	395.000000
2	3	119	1	0	1024.000000	296.000000
2	3	120	0	0	278.100000	317.000000
2	3	121	0	0	259.500000	345.000000
2	3	122	1	1	283.600000	324.000000
2	3	123	1	1	285.800000	273.000000
2	3	124	1	0	1031.200000	264.000000
2	3	125	0	0	289.000000	300.000000
2	3	126	0	1	280.600000	285.000000
2	3	127	0	0	293.200000	326.000000
2	3	128	0	0	299.100000	328.000000
2	3	129	0	0	233.500000	271.000000
2	3	130	1	0	352.700000	323.000000
2	3	131	1	1	274.500000	174.000000
2	3	132	1	0	1028.600000	298.000000
2	3	133	1	1	240.200000	182.000000
2	3	134	0	0	976.200000	250.000000
2	3	135	0	0	423.900000	313.000000
2	3	136	1	0	1025.800000	276.000000
2	3	137	0	0	986.000000	203.000000
2	3	138	1	0	1046.300000	267.000000
2	3	139	1	0	1006.200000	326.000000
2	3	140	1	1	277.200000	276.000000
2	3	141	1	1	286.700000	322.000000
2	3	142	0	1	279.200000	292.000000
2	3	143	1	1	246.200000	423.000000
2	3	144	1	0	1022.300000	241.000000
2	3	145	0	1	230.200000	177.000000
2	3	146	1	1	983.200000	324.000000
2	3	147	1	0	1035.100000	283.000000
2	3	148	0	1	897.100000	365.000000
2	3	149	0	0	983.300000	340.000000
2	4	0	1	0	1033.300000	233.000000
2	4	1	0	0	1038.400000	235.000000
2	4	2	0	1	1026.300000	317.000000
2	4	3	1	1	1036.300000	284.000000
2	4	4	0	1	1008.000000	290.000000
2	4	5	1	1	1007.400000	274.000000
2	4	6	1	0	1038.700000	224.000000
2	4	7	1	0	330.800000	304.000000
2	4	8	1	1	254.500000	209.000000
2	4	9	0	1	238.900000	267.000000
2	4	10	1	1	276.600000	261.000000
2	4	11	1	1	270.000000	411.000000
2	4	12	0	0	1035.300000	210.000000
2	4	13	1	1	254.700000	322.000000
2	4	14	0	0	1018.000000	198.000000
2	4	15	0	1	945.600000	381.000000
2	4	16	0	0	980.300000	337.000000
2	4	17	1	0	250.300000	257.000000
2	4	18	0	0	1069.000000	258.000000
2	4	19	1	1	270.000000	313.000000
2	4	20	0	0	261.900000	279.000000
2	4	21	0	0	316.300000	319.000000
2	4	22	0	0	241.900000	258.000000
2	4	23	1	1	293.400000	287.000000
2	4	24	1	0	1012.300000	301.000000
2	4	25	0	0	263.700000	253.000000
2	4	26	1	0	1028.000000	342.000000
2	4	27	0	1	234.800000	199.000000
2	4	28	0	1	261.500000	298.000000
2	4	29	0	1	971.700000	297.000000
2	4	30	0	1	899.900000	346.000000
2	4	31	0	0	307.600000	284.000000
2	4	32	1	0	223.600000	243.000000
2	4	33	1	1	273.500000	206.000000
2	4	34	1	0	1051.400000	300.000000
2	4	35	0	1	268.100000	307.000000
2	4	36	0	0	844.400000	246.000000
2	4	37	0	1	1014.600000	329.000000
2	4	38	1	0	313.700000	288.000000
2	4	39	1	1	287.900000	423.000000
2	4	40	0	1	280.500000	337.000000
2	4	41	0	0	323.700000	332.000000
2	4	42	0	1	960.700000	320.000000
2	4	43	0	1	1001.400000	334.000000
2	4	44	1	1	275.700000	398.000000
2	4	45	0	0	1027.800000	186.000000
2	4	46	0	0	250.600000	306.000000
2	4	47	0	0	303.500000	270.000000
2	4	48	0	1	373.000000	268.000000
2	4	49	1	0	265.800000	248.000000
2	4	50	1	1	235.500000	186.000000
2	4	51	1	1	274.500000	269.000000
2	4	52	1	0	1079.600000	227.000000
2	4	53	0	1	929.000000	431.000000
2	4	54	1	1	272.300000	274.000000
2	4	55	1	0	1067.000000	201.000000
2	4	56	0	1	280.200000	369.000000
2	4	57	0	0	1064.600000	278.000000
2	4	58	1	0	1044.700000	294.000000
2	4	59	0	0	937.300000	224.000000
2	4	60	1	0	1035.800000	348.000000
2	4	61	1	0	1019.300000	210.000000
2	4	62	0	1	923.600000	259.000000
2	4	63	0	1	934.900000	270.000000
2	4	64	0	1	1008.400000	288.000000
2	4	65	1	1	973.700000	268.000000
2	4	66	1	1	241.800000	231.000000
2	4	67	1	0	1055.100000	208.000000
2	4	68	1	0	1009.300000	230.000000
2	4	69	0	0	996.600000	192.000000
2	4	70	1	0	1034.800000	378.000000
2	4	71	0	1	945.100000	303.000000
2	4	72	0	1	261.800000	315.000000
2	4	73	0	1	1018.900000	287.000000
2	4	74	1	0	1024.700000	247.000000
2	4	75	0	1	294.900000	241.000000
2	4	76	1	0	1052.200000	193.000000
2	4	77	1	1	336.700000	353.000000
2	4	78	0	1	1057.100000	354.000000
2	4	79	0	1	1006.700000	287.000000
2	4	80	1	0	1022.300000	369.000000
2	4	81	1	0	1058.800000	253.000000
2	4	82	0	1	1010.700000	261.000000
2	4	83	1	0	1055.800000	281.000000
2	4	84	1	0	1063.800000	194.000000
2	4	85	0	1	932.800000	293.000000
2	4	86	0	1	1022.700000	250.000000
2	4	87	0	1	1043.500000	282.000000
2	4	88	0	1	927.400000	288.000000
2	4	89	1	0	1044.600000	199.000000
2	4	90	1	0	1044.800000	197.000000
2	4	91	1	0	1042.700000	208.000000
2	4	92	1	0	1059.900000	191.000000
2	4	93	1	1	306.100000	252.000000
2	4	94	1	0	1008.000000	172.000000
2	4	95	1	1	302.300000	241.000000
2	4	96	0	0	1021.900000	175.000000
2	4	97	0	1	306.600000	183.000000
2	4	98	0	0	1029.300000	208.000000
2	4	99	0	1	988.700000	300.000000
2	4	100	0	0	288.400000	259.000000
2	4	101	1	1	964.100000	283.000000
2	4	102	0	1	883.600000	335.000000
2	4	103	0	1	967.100000	290.000000
2	4	104	0	0	995.300000	184.000000
2	4	105	1	1	883.100000	291.000000
2	4	106	0	1	291.700000	220.000000
2	4	107	0	0	1021.000000	213.000000
2	4	108	1	0	1058.000000	391.000000
2	4	109	1	0	1028.300000	336.000000
2	4	110	0	1	281.000000	232.000000
2	4	111	1	1	263.100000	486.000000
2	4	112	1	0	1051.100000	194.000000
2	4	113	1	1	289.900000	296.000000
2	4	114	1	1	288.300000	293.000000
2	4	115	1	0	1016.000000	198.000000
2	4	116	1	1	294.600000	176.000000
2	4	117	1	0	1070.300000	188.000000
2	4	118	1	1	277.400000	234.000000
2	4	119	1	0	1065.800000	219.000000
2	4	120	1	0	1026.200000	248.000000
2	4	121	1	0	1068.100000	272.000000
2	4	122	1	0	1034.800000	206.000000
2	4	123	0	0	1015.300000	197.000000
2	4	124	0	0	279.000000	276.000000
2	4	125	1	1	1012.500000	249.000000
2	4	126	1	1	266.900000	270.000000
2	4	127	0	1	622.700000	69.000000
2	4	128	0	0	292.400000	260.000000
2	4	129	0	1	956.900000	258.000000
2	4	130	1	0	335.200000	361.000000
2	4	131	0	1	991.200000	729.000000
2	4	132	1	1	1007.300000	249.000000
2	4	133	0	1	318.000000	353.000000
2	4	134	0	1	981.800000	268.000000
2	4	135	0	1	1012.800000	309.000000
2	4	136	1	0	313.700000	311.000000
2	4	137	0	0	1017.900000	199.000000
2	4	138	0	0	326.900000	290.000000
2	4	139	0	1	1003.000000	303.000000
2	4	140	0	0	996.400000	222.000000
2	4	141	0	1	987.700000	263.000000
2	4	142	1	0	254.300000	328.000000
2	4	143	1	0	1046.500000	277.000000
2	4	144	0	0	297.500000	264.000000
2	4	145	1	1	306.800000	378.000000
2	4	146	1	0	1030.000000	249.000000
2	4	147	1	1	294.800000	254.000000
2	4	148	0	0	1057.000000	206.000000
2	4	149	1	0	862.400000	78.000000
