1,83,0,1,325.4,188,0
1,84,0,1,281.3,199,0
1,85,0,1,285.9,227,0
1,86,0,0,1107.7,212,0
1,87,0,0,1042.2,227,0
1,88,0,0,1071.8,192,0
1,89,0,1,305.2,206,0
1,90,0,1,266,195,0
1,91,0,1,304,227,0
1,92,0,0,1084.3,178,0
1,93,0,0,1099,217,0
1,94,0,0,1053.5,197,0
1,95,0,0,1078.4,208,0
1,96,0,0,1066.8,270,0
1,97,0,1,297.4,179,0
1,98,0,0,1049,210,0
1,99,0,0,1041.4,211,0
1,100,0,1,300.1,202,0
1,101,0,1,286.5,231,0
1,102,0,1,346.1,232,0
1,103,0,0,1042.1,245,0
1,104,0,1,292,225,0
1,105,0,1,306.3,237,0
1,106,0,0,1069.5,229,0
1,107,0,1,296.2,220,0
1,108,0,0,1061.4,186,0
1,109,0,0,1057.5,209,0
1,110,0,0,1076.1,226,0
1,111,0,0,1082.1,207,0
1,112,0,1,287.9,183,0
1,113,0,0,1061,177,0
1,114,0,1,275.9,208,0
1,115,0,1,268.4,197,0
1,116,0,0,1140.1,201,0
1,117,0,1,276.9,178,0
1,118,0,0,1005.2,220,0
1,119,0,0,1089.5,184,0
1,120,0,0,1073.5,209,0
1,121,0,1,288.2,265,0
1,122,0,1,277.8,227,0
1,123,0,1,258.3,188,0
1,124,0,1,304.9,204,0
1,125,0,0,1119.2,250,0
1,126,0,0,1078.9,235,0
1,127,0,0,963.4,251,0
1,128,0,1,261.3,205,0
1,129,0,0,1014.4,201,0
1,130,0,0,1140.4,204,0
1,131,0,1,258.5,205,0
1,132,0,0,1058.8,199,0
1,133,0,1,228.8,210,0
1,134,0,1,300.1,209,0
1,135,0,1,247,205,0
1,136,0,1,293.3,235,0
1,137,0,1,270.2,186,0
1,138,0,1,260,197,0
1,139,0,1,256.1,189,0
1,140,0,0,971.5,204,0
1,141,0,1,283.9,255,0
1,142,0,0,1057.2,271,0
1,143,0,0,1070.8,203,0
1,144,0,0,1059.9,209,0
1,145,0,1,267.3,201,0
1,146,0,0,1001.2,199,0
1,147,0,1,252.8,221,0
1,148,0,1,265.9,215,0
1,149,0,1,241.4,201,0
1,150,0,0,1074.3,254,0
1,151,0,1,256.3,198,0
1,152,0,1,308.3,183,0
1,153,0,0,1054.5,209,0
1,154,0,1,270.2,195,0
1,155,0,0,1025,210,0
1,156,0,1,252.5,199,0
1,157,0,1,245.9,239,0
1,158,0,1,292.1,183,0
1,159,0,1,273.1,197,0
1,160,0,1,259.8,200,0
1,161,0,1,236.2,200,0
1,162,1,1,258.2,198,0
1,163,0,1,272.6,200,0
1,164,1,0,1034.4,231,0
1,165,0,0,1052.6,203,0
1,166,1,1,1033.8,257,1
1,167,1,0,714,333,0
1,168,0,1,300,210,0
1,169,1,0,937.2,215,0
1,170,1,0,269.3,157,1
1,171,0,0,930.6,385,0
1,172,1,1,524,235,0
1,173,0,0,304.6,367,1
1,174,0,0,343.1,321,1
1,175,0,0,994.2,220,0
1,176,1,1,1012.7,301,1
1,177,0,0,1015.6,342,0
1,178,1,0,243.5,383,1
1,179,1,1,1003.3,305,1
1,180,1,1,1027.1,266,1
1,181,0,1,295.1,306,0
1,182,1,0,254.3,283,1
1,183,1,0,264.6,305,1
1,184,0,1,325.6,197,0
1,185,1,1,298.6,274,0
1,186,0,0,1014.6,225,0
1,187,1,0,243.1,300,1
1,188,1,1,1017.6,268,1
1,189,1,0,260.4,284,1
1,190,0,0,1003.5,218,0
1,191,0,1,376.5,235,0
1,192,0,1,307.3,227,0
1,193,1,1,1013.5,323,1
1,194,1,1,1011.2,319,1
1,195,0,0,943.7,247,0
1,196,1,1,1005.4,302,1
1,197,0,0,962.5,300,0
1,198,0,1,275.8,287,0
1,199,0,0,965.1,306,0
1,200,0,0,991.5,272,0
1,201,0,1,303.3,231,0
1,202,0,1,364.8,218,0
1,203,0,0,1035.1,299,0
1,204,0,0,1091.7,250,0
1,205,0,1,246.9,401,0
1,206,0,0,1085.7,226,0
1,207,0,1,252.8,237,0
1,208,1,1,422.5,219,0
1,209,1,1,1004.8,351,1
1,210,0,0,992.9,266,0
1,211,0,0,1019.2,248,0
1,212,0,1,298.8,203,0
1,213,0,0,1110.1,199,0
1,214,0,1,277.9,210,0
1,215,1,1,208.7,218,0
1,216,0,1,262.5,326,0
1,217,0,1,295.5,280,0
1,218,0,1,276.7,232,0
1,219,1,0,919.1,263,0
1,220,0,1,280.5,227,0
1,221,0,1,236.2,217,0
1,222,0,1,260,249,0
1,223,1,1,976.8,173,1
1,224,0,1,274.8,310,0
1,225,0,0,1057.7,305,0
1,226,1,1,1001.6,151,1
1,227,0,0,1083.2,338,0
1,228,0,1,272.6,242,0
1,229,0,0,1082.2,251,0
1,230,0,0,1042.4,310,0
1,231,0,1,252.3,243,0
1,232,0,0,1043.2,224,0
1,233,0,0,1038.1,237,0
1,234,0,1,513.4,283,0
1,235,0,0,986.8,441,0
1,236,1,1,1045.5,278,1
1,237,0,1,280.3,277,0
1,238,0,0,973.8,226,0
1,239,1,0,985.1,263,0
1,240,0,0,504.4,296,1
1,241,1,0,255.6,443,1
1,242,1,1,260.5,273,0
1,243,1,0,264.6,261,1
1,244,1,0,267.8,231,1
1,245,1,0,254.7,237,1
1,246,0,1,1059.3,217,1
1,247,1,1,1034.7,252,1
1,248,1,0,249.9,289,1
1,250,1,1,364.4,263,0
1,251,1,1,340.4,232,0
1,252,1,0,226.3,353,1
1,253,1,1,1054.8,173,1
1,254,1,0,202.7,237,1
1,255,1,1,1003.6,157,1
1,256,0,1,299.9,283,0
1,257,1,0,215.2,269,1
1,258,1,1,848.8,168,1
1,259,0,0,1021.8,257,0
1,260,1,1,1020.4,272,1
1,261,1,1,1026,231,1
1,262,1,1,1032.8,251,1
1,263,1,0,226.5,274,1
1,264,1,1,1023,234,1
1,265,0,1,1048,237,1
1,266,1,1,983.1,277,1
1,267,1,0,232,276,1
1,268,1,0,240.3,279,1
1,269,1,1,1011.3,231,1
1,270,0,1,214.8,279,0
1,271,1,1,1022,333,1
1,272,1,1,999.7,253,1
1,273,1,1,1019.6,294,1
1,274,1,1,1022.4,262,1
1,275,0,1,859.2,274,1
1,276,1,0,222.9,333,1
1,277,1,1,1014.5,277,1
1,278,1,0,238.6,251,1
1,279,1,1,1026.9,264,1
1,280,0,1,269.3,306,0
1,281,0,0,1012.1,266,0
1,282,0,1,191.5,218,0
1,283,1,0,167.3,313,1
1,284,0,1,280.1,207,0
1,285,0,0,1038.4,308,0
1,286,1,0,211.8,479,1
1,287,0,1,225.7,235,0
1,288,1,1,198,240,0
1,289,0,1,197.7,266,0
1,290,1,1,1022.5,283,1
1,291,0,0,229.2,227,1
1,292,0,0,1052.3,364,0
1,293,0,1,261.7,240,0
1,294,1,0,229.2,337,1
1,295,1,0,241,317,1
1,296,1,0,233.6,270,1
1,297,1,1,1038.6,304,1
1,298,0,0,971.9,238,0
1,299,1,1,1021,362,1
1,300,0,0,1023,218,0
1,301,1,0,879.4,280,0
1,302,0,0,340.2,177,1
1,303,0,0,1036.1,275,0
1,304,1,0,192.1,288,1
1,305,1,0,206.8,245,1
1,306,0,1,237.6,198,0
1,307,1,1,575.5,242,0
1,308,1,1,1060.4,262,1
1,309,0,1,1027.9,274,1
1,310,0,0,1066.3,208,0
1,311,1,1,341.1,244,0
1,312,0,1,209.9,240,0
1,313,0,0,1055.7,214,0
1,314,0,0,1056.4,222,0
1,315,1,0,1084.1,199,0
1,316,1,1,422.3,236,0
1,317,1,1,1022.9,235,1
1,318,1,0,186.6,293,1
1,319,1,1,336.9,215,0
1,320,1,1,1022.2,270,1
1,321,1,1,1033.6,241,1
1,322,1,0,186.5,298,1
1,323,0,0,1054.3,240,0
1,324,0,0,1064.4,240,0
1,325,1,1,358.9,243,0
1,326,1,0,172.3,278,1
1,327,1,0,195.2,257,1
1,328,1,1,1028.4,178,1
1,329,1,0,249.6,186,1
1,330,1,0,208.3,257,1
1,331,0,1,265.1,221,0
1,332,1,1,241.5,236,0
1,333,0,1,1046.7,293,1
1,334,1,1,895.9,154,1
1,335,1,0,229.4,311,1
1,336,1,0,239.9,272,1
1,337,1,1,1034.6,275,1
1,338,1,1,1037,255,1
1,339,1,1,1018.7,253,1
1,340,1,1,1038.8,245,1
1,341,0,1,201.5,291,0
1,342,1,1,278.7,249,0
1,343,1,1,1018.7,213,1
1,344,0,0,1071.6,230,0
1,345,1,1,375.9,260,0
1,346,1,0,214.4,241,1
1,347,1,1,1009.9,276,1
1,348,1,0,221.5,272,1
1,349,1,1,1020.5,174,1
1,350,1,0,207.7,259,1
1,351,1,0,226.9,276,1
1,352,0,1,209.4,224,0
1,353,1,1,1043.1,229,1
1,354,1,0,219.3,323,1
1,355,1,0,238.3,267,1
1,356,1,0,170,277,1
1,357,0,0,221.9,249,1
1,358,1,0,217.1,297,1
1,359,1,0,210.5,311,1
1,360,0,0,1041.7,247,0
1,361,0,1,195,270,0
1,362,0,0,1051.1,213,0
1,363,1,0,234.6,309,1
1,364,0,0,1018.3,307,0
1,365,0,1,171.6,270,0
1,366,0,0,309.7,180,1
1,367,0,1,818.6,174,1
1,368,0,1,216.3,257,0
1,369,1,0,1073.3,211,0
1,370,0,0,1007.3,324,0
1,371,0,0,1032.4,229,0
1,372,0,1,190.6,219,0
1,373,1,0,208.3,312,1
1,374,0,0,1046.8,249,0
1,375,0,0,1039.5,223,0
1,376,1,1,290.1,181,0
1,377,1,0,209.6,346,1
1,378,0,0,1070.7,271,0
1,379,1,0,206.5,262,1
1,380,0,1,210.5,248,0
1,381,0,1,228.6,240,0
1,382,0,0,290.8,188,1
1,383,0,1,185.2,263,0
1,384,0,1,193.2,214,0
1,385,0,0,1015.6,227,0
1,386,0,0,1053.5,222,0
1,387,0,1,206.8,224,0
1,388,0,0,1035.3,251,0
1,389,0,0,1022.3,225,0
1,390,0,1,189,222,0
1,391,1,0,216.4,307,1
1,392,0,1,242.7,200,0
1,393,0,0,1012.1,258,0
1,394,0,0,1116.6,227,0
1,395,0,1,175,206,0
1,396,1,0,327.1,183,1
1,397,0,0,261.3,180,1
1,398,0,0,1069.3,242,0
1,399,0,1,178.3,240,0
